""	KS01	KS02	KS03	KS04	KS05	KS06	KS07	KS08	KS09	KS10	KS11	KS12	KS13	KS14	KS15	KS16	KS17	KS18	KS19	KS20	KS21	KS22	KS23	KS24	KS25	KS26	KS27	KS29	KS30	KSD	KSE	KSF	KSN	KSP	KW01	KW02	KW03	KW04	KW05	KW06	KW07	KW08	KW09	KW10	KW11	KW12	KW13	KW14	KW15	KW16	KW17	KW18	KW19	KW20	KW21	KW22	KW23	KW24	KW25	KW26	KW27	KW28	KW29	KW30	KWD	KWE	KWF	KWN	KWP	RS01	RS02	RS03	RS04	RS05	RS06	RS07	RS08	RS09	RS10	RS11	RS12	RS13	RS14	RS15	RS16	RS17	RS18	RS19	RS20	RS21	RS22	RS23	RS24	RS25	RS26	RS27	RS28	RS29	RS30	RS31	RS32	RS33	RS34	RS35	RS36	RS37	RS38	RSD	RSE	RSF	RSN	RSP	RW01	RW02	RW03	RW04	RW05	RW06	RW07	RW08	RW09	RW10	RW11	RW12	RW13	RW14	RW15	RW16	RW17	RW18	RW19	RW20	RW21	RW22	RW23	RW24	RW25	RW26	RW27	RW28	RW29	RW33	RW34	RW35	RW36	RW37	RW38	RWD	RWE	RWF	RWN	RWP	ZS01	ZS02	ZS03	ZS04	ZS05	ZS06	ZS07	ZS08	ZS09	ZS10	ZS11	ZS12	ZS13	ZS14	ZS15	ZS16	ZS17	ZS18	ZS19	ZS20	ZS21	ZS22	ZS23	ZS24	ZS25	ZS26	ZS28	ZS29	ZSD	ZSE	ZSF	ZSN	ZSP	ZW01	ZW02	ZW03	ZW04	ZW05	ZW06	ZW07	ZW08	ZW09	ZW10	ZW11	ZW12	ZW13	ZW14	ZW15	ZW16	ZW17	ZW18	ZW19	ZW20	ZW21	ZW22	ZW23	ZW24	ZW25	ZW26	ZW27	ZW28	ZW29	ZWD	ZWE	ZWF	ZWN	ZWP	Zwde
L.idus+leuciscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16799	0	0	0	0	0	0	0	0	10666	2625	0	0	0	0	0	0	0	0	0	0	0	0	922	3455	512	0	0	0	0	0	0	0	1396	0	0	9203	2705	0	0	0	0	0	7173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6317	1728	3024	0	0	0	0	3393	0	0	0	0	0	0	0	10845	0	0	0	0	10445	0	762	0	0	460	0	0	0	0	0	1036	2972	0	0	0	0	0	4006	0	20636	32303	0	0	0	0	0	0	0	0	1713	0	0	0	0	0	2180	0	0	0	0	0	1025	0	0	0	0	824	2329	445	2002	0	500	0	984	0	0	0	0	0	0	0
Maylandia zebra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380232	0
Oncorhynchus mykiss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	0	0	0	0	4789	4018	0	0	3671	0	0	540	0	17365	12671	9671	0	0	0	0	11044	14949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phoxinus phoxinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1708	0	3771	593	1401	0	0	0	0	4349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5368	0	3148	2084	0	0	0	0	0	0	10415	1680	0	0	0	0	0	0
Pseudorasbora parva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4331	0	0	0	0	0	0	2109	0	938	1217	0	0	0	0	0	4070	2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodeus amarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rutilus rutilus	0	0	0	0	0	0	42063	2515	0	0	0	0	1211	5387	7236	10489	0	9543	0	5597	2952	30172	18704	26817	11650	6341	19248	21339	42882	0	0	0	0	0	0	0	0	0	0	0	6250	648	0	0	75	259	686	73	0	0	406	0	0	984	0	0	0	0	0	0	0	0	0	799	0	0	0	0	0	258388	3363	0	0	0	0	9629	19043	0	106313	109751	4541	15938	22027	3264	0	0	2603	12401	3596	0	9666	29596	8290	27607	58753	23111	4989	17017	12938	3025	763	759	40117	0	3856	28332	1244	0	0	0	0	0	163991	0	0	0	2824	0	0	0	1309	8313	0	0	2523	763	4688	0	2089	21363	5146	5715	2687	2731	3012	0	12602	8345	10962	5089	6256	1461	662	2919	751	4037	1428	0	0	0	0	0	0	40210	2945	0	0	4660	28019	0	0	0	0	25533	44045	1350	919	898	16756	21707	617	2565	17507	35934	10737	691	29223	1098	39622	12008	0	0	0	0	0	2910	2027	0	15448	0	0	8205	1843	4690	6067	1534	41	3887	763	2312	0	1449	8664	3658	17060	13222	7435	856	11893	18979	0	2117	2398	2492	0	0	0	0	0	0
Salmo trutta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5461	0	0	0	0	0	0	0	0	3969	5076	1744	0	0	0	0	10471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	1680	1194	0	0	0	1794	0	0	0	0	0	5250	0	0	0	0	0	0	0
Salvelinus fontinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2004	0	0	0	0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	14350	3236	3053	0	0	0	0	17034	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sander+Perca	8667	3579	0	0	6749	0	23089	5937	0	0	0	2465	10823	10823	0	0	0	5229	25749	3325	2053	38383	41022	8888	32224	3502	19761	2292	30966	0	0	0	0	0	0	3608	0	0	0	0	1137	2718	640	0	0	295	365	1489	897	0	249	0	5641	471	0	3841	7471	958	0	547	0	1970	7947	10099	0	0	0	0	0	120631	27627	0	5377	0	0	62103	12657	0	93494	91521	0	51783	9490	7323	0	2390	0	39601	19411	0	6329	24000	4094	2548	35236	75834	14266	8312	41277	10004	2035	4204	23740	1975	0	27720	11380	0	0	0	0	0	13543	35805	0	14027	2618	0	2111	27027	0	5038	2021	0	3118	4217	0	0	0	7714	19593	16528	2738	4133	20250	2701	23591	1483	9030	7635	3744	7833	3466	0	0	3890	1730	0	0	0	0	0	0	32121	0	0	0	0	15181	1515	958	0	0	28318	7292	0	0	0	6568	16687	713	3367	13655	18517	9746	3763	19925	487	36688	70567	0	0	0	0	0	3208	2120	0	1371	7803	9660	7313	4433	1260	3406	339	1000	0	0	0	3408	6539	9100	7115	4749	1647	8034	1038	2008	1418	390	1808	2881	2772	0	0	0	0	0	0
Silurus glanis	0	3278	0	0	0	0	0	0	0	0	0	0	0	1231	0	0	0	0	0	0	1001	2484	0	0	0	0	6152	6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22813	6875	0	914	897	0	2472	0	0	0	0	0	3491	0	0	0	0	0	0	710	12427	2043	1417	428	1006	0	0	1208	1927	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	1299	0	1645	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Squalius cephalus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1171	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7779	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2629	0	2363	0	0	925	0	0	0	0	0	5977	2912	1048	0	0	0	0	4164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	773	0	2456	0	0	0	0	0	0	0	800	0	0	1472	676	1080	0	1325	1052	3734	0	15081	0	1121	5602	2745	0	0	0	0	0	0	0
Thymallus thymallus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8266	7686	1956	0	0	0	0	4381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tinca tinca	1999	0	0	0	0	0	0	8312	0	0	0	0	0	0	0	0	0	0	0	0	0	2026	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	2702	0	0	0	0	0	605	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2184	624	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	1193	0	0	0	0	0	0	0	350	0	0	0	1348	0	0	0	0	0	0	0	0
Total	162928	73866	25255	85324	52051	52577	320318	87255	22910	20962	42393	59526	71235	118679	50849	42941	16169	72117	35861	55854	59293	231973	142687	108045	133903	47139	131870	140983	156295	27454	14408	8498	12166	529822	108988	28660	42835	43622	18182	23135	53142	97698	21400	30166	36905	37251	60285	60411	51493	23905	15953	65832	72690	23586	8411	58115	67019	19258	41254	56044	22256	15997	59367	67950	25261	18715	10353	8279	298412	725967	98744	47857	60873	19419	13833	341867	75175	45920	823771	457388	74795	298290	112149	64285	88468	24909	32996	129537	87720	37439	78354	123272	61656	82901	182252	317704	66530	70146	127880	64494	57892	49078	127681	61771	26210	161710	49602	30654	10467	19705	5269	716293	446050	196531	86243	50714	68831	55880	63014	77507	24452	216904	32557	47132	76533	44944	55133	60873	49479	205244	106436	111186	53910	43930	76712	50625	125965	61056	217344	227395	126436	75777	48026	41238	100568	185655	264066	10154	17226	6314	3638	558883	31866	145944	15030	17420	45551	24054	88246	146955	14980	22284	24708	114102	101385	48524	13186	26153	49825	103547	34400	27885	98252	87609	47425	23941	115867	22544	199818	273788	25357	6406	22760	6326	326122	78895	50875	161288	84850	62300	148817	100951	46627	35562	64614	42313	37200	61415	38446	34256	44097	63172	187024	159672	223743	122647	156445	27362	111839	63555	39648	85499	118574	66268	11671	14561	31309	8872	534531	9439
Assigned	14911	6857	0	16225	8800	0	115205	21247	1666	0	1808	2465	15816	34287	7236	19037	1728	16166	25749	13173	20836	112003	78856	64119	77524	13690	76764	74550	75778	0	0	0	0	383575	2371	4359	5913	0	1633	0	13294	6048	1314	1079	1246	2104	1656	2230	897	1521	673	2173	11914	2488	0	4248	11039	958	0	1614	612	4802	8687	18249	0	0	0	0	210430	493272	45720	2952	5377	0	0	141536	38575	2717	591460	319687	19717	151866	41674	26625	26560	2390	5326	61429	34549	3944	22447	78004	26820	48447	114949	207376	41679	47025	75930	26269	9075	9467	75508	11999	6790	95221	15329	0	0	0	0	516154	245404	40934	1939	23125	15557	0	16937	34816	7631	127643	3095	2602	26430	9432	11893	24017	11533	85386	61416	64460	25246	14994	36443	14595	71965	16826	115552	88869	75139	28236	5321	10557	7426	91590	73969	0	0	0	0	401062	418	99347	5029	519	0	4660	60954	103835	3144	3045	1085	60888	62828	9909	3086	898	27390	46897	4387	8271	43797	59153	29989	4454	65346	3095	110026	117019	0	0	0	0	228634	10262	12103	773	18532	17300	20730	35993	8294	6819	15750	5449	1397	5448	1207	6108	11098	10970	26777	15099	32087	21132	29435	4470	37870	21648	3924	12922	30333	8687	0	0	0	0	380232	0
Unassigned	148017	67009	25255	69099	43251	52577	205113	66008	21244	20962	40585	57061	55419	84392	43613	23904	14441	55951	10112	42681	38457	119970	63831	43926	56379	33449	55106	66433	80517	27454	14408	8498	12166	146247	106617	24301	36922	43622	16549	23135	39848	91650	20086	29087	35659	35147	58629	58181	50596	22384	15280	63659	60776	21098	8411	53867	55980	18300	41254	54430	21644	11195	50680	49701	25261	18715	10353	8279	87982	232695	53024	44905	55496	19419	13833	200331	36600	43203	232311	137701	55078	146424	70475	37660	61908	22519	27670	68108	53171	33495	55907	45268	34836	34454	67303	110328	24851	23121	51950	38225	48817	39611	52173	49772	19420	66489	34273	30654	10467	19705	5269	200139	200646	155597	84304	27589	53274	55880	46077	42691	16821	89261	29462	44530	50103	35512	43240	36856	37946	119858	45020	46726	28664	28936	40269	36030	54000	44230	101792	138526	51297	47541	42705	30681	93142	94065	190097	10154	17226	6314	3638	157821	31448	46597	10001	16901	45551	19394	27292	43120	11836	19239	23623	53214	38557	38615	10100	25255	22435	56650	30013	19614	54455	28456	17436	19487	50521	19449	89792	156769	25357	6406	22760	6326	97488	68633	38772	160515	66318	45000	128087	64958	38333	28743	48864	36864	35803	55967	37239	28148	32999	52202	160247	144573	191656	101515	127010	22892	73969	41907	35724	72577	88241	57581	11671	14561	31309	8872	154299	9439
