	KS01	KS02	KS03	KS04	KS05	KS06	KS07	KS08	KS09	KS10	KS11	KS12	KS13	KS14	KS15	KS16	KS17	KS18	KS19	KS20	KS21	KS22	KS23	KS24	KS25	KS26	KS27	KS29	KS30	KSD	KSE	KSF	KSN	KSP	KW01	KW02	KW03	KW04	KW05	KW06	KW07	KW08	KW09	KW10	KW11	KW12	KW13	KW14	KW15	KW16	KW17	KW18	KW19	KW20	KW21	KW22	KW23	KW24	KW25	KW26	KW27	KW28	KW29	KW30	KWD	KWE	KWF	KWN	KWP	RS01	RS02	RS03	RS04	RS05	RS06	RS07	RS08	RS09	RS10	RS11	RS12	RS13	RS14	RS15	RS16	RS17	RS18	RS19	RS20	RS21	RS22	RS23	RS24	RS25	RS26	RS27	RS28	RS29	RS30	RS31	RS32	RS33	RS34	RS35	RS36	RS37	RS38	RSD	RSE	RSF	RSN	RSP	RW01	RW02	RW03	RW04	RW05	RW06	RW07	RW08	RW09	RW10	RW11	RW12	RW13	RW14	RW15	RW16	RW17	RW18	RW19	RW20	RW21	RW22	RW23	RW24	RW25	RW26	RW27	RW28	RW29	RW33	RW34	RW35	RW36	RW37	RW38	RWD	RWE	RWF	RWN	RWP	ZS01	ZS02	ZS03	ZS04	ZS05	ZS06	ZS07	ZS08	ZS09	ZS10	ZS11	ZS12	ZS13	ZS14	ZS15	ZS16	ZS17	ZS18	ZS19	ZS20	ZS21	ZS22	ZS23	ZS24	ZS25	ZS26	ZS28	ZS29	ZSD	ZSE	ZSF	ZSN	ZSP	ZW01	ZW02	ZW03	ZW04	ZW05	ZW06	ZW07	ZW08	ZW09	ZW10	ZW11	ZW12	ZW13	ZW14	ZW15	ZW16	ZW17	ZW18	ZW19	ZW20	ZW21	ZW22	ZW23	ZW24	ZW25	ZW26	ZW27	ZW28	ZW29	ZWD	ZWE	ZWF	ZWN	ZWP	Zwde
Rutilus rutilus	0	0	0	0	0	0	130076	3085	0	0	0	0	0	0	9191	13009	0	12046	0	7073	0	61219	25791	54281	15026	11191	39098	306	56760	0	0	0	0	0	0	0	0	0	0	0	8268	834	0	0	100	336	886	0	0	0	582	0	0	1248	0	0	0	0	0	0	0	0	0	1075	0	0	0	0	0	401202	13345	0	0	0	0	42813	23708	0	353492	171911	0	61568	37615	12416	0	0	87	22075	0	0	14471	58186	20418	54256	98449	40392	17826	29060	19182	8080	2213	0	60128	0	4900	44854	1474	0	0	0	0	0	254463	0	0	0	3560	0	0	0	1686	636	0	0	5881	997	6012	0	9747	37958	13556	17666	16214	3520	6802	0	22821	12442	19749	15159	11228	1815	851	3641	2173	0	4392	0	0	0	0	0	0	62070	3542	0	0	5520	53791	0	0	0	0	33391	68524	0	1164	1097	26982	30478	781	4346	26077	49274	16516	907	49465	1959	61888	15556	0	0	0	0	0	3622	0	0	18914	0	0	14565	3656	6230	7661	1922	51	4770	1521	2937	0	1882	10791	6229	23721	18083	11415	0	18832	24205	1566	4809	4084	5324	0	0	0	0	0	0
Salmo trutta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6884	0	0	0	0	0	0	0	0	4861	0	0	0	0	0	0	19802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	2168	1485	0	0	0	2342	0	0	0	0	0	6525	0	0	0	0	0	0	0
Salvelinus fontinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	0	4584	0	0	0	0	0	0	0	0	18959	946	3810	0	0	0	0	25323	2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sander+Perca	10399	4554	0	0	8615	0	29316	7142	0	0	0	3106	13021	13690	0	0	0	6420	30004	4077	2623	48514	49738	11303	40011	4433	24115	2966	39933	0	0	0	0	0	0	4803	0	0	0	0	1480	3485	925	0	0	570	454	1957	1143	0	329	0	6821	569	0	4735	8954	1248	0	663	0	2336	10460	12482	0	0	0	0	0	151753	35652	0	6349	0	0	81187	15252	0	118491	114018	0	63957	12085	9030	0	3012	0	47628	23540	0	7775	28582	5144	3047	47555	99041	18643	10131	51215	12234	2442	5304	29876	2403	0	34491	13358	0	0	0	0	0	16541	46406	0	16833	3319	0	2678	33324	0	6209	2451	0	3778	5408	3302	0	0	11284	23461	20135	3577	5142	24398	3488	30017	1930	11384	10146	4608	9523	4366	0	0	4865	2092	0	0	0	0	0	0	40137	0	0	0	0	19077	1811	1225	0	0	35106	9404	0	0	0	8682	20878	881	4382	17086	23309	11645	4780	24893	607	50588	87498	0	0	0	0	0	3894	2664	0	1615	9853	11754	9298	5332	1628	4123	397	1228	0	0	0	4403	8234	11166	9216	5874	2144	9945	1392	2507	1755	464	2362	3484	3448	0	0	0	0	0	0
Silurus glanis	0	4222	0	0	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	1286	3257	0	0	0	0	7771	8445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29474	8819	0	1134	1172	0	3191	0	0	0	0	0	4236	0	0	0	0	0	0	938	15754	2634	1796	560	1254	0	0	1566	2455	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	1692	0	2147	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Squalius cephalus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13814	0	0	0	0	0	0	1993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3171	0	2938	0	0	1147	0	0	0	0	0	8543	3902	1324	0	0	0	0	7519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	0	3144	0	0	0	0	0	0	0	993	0	0	1953	833	1335	0	0	1308	4733	0	19237	0	1444	7278	3375	0	0	0	0	0	0	0
Thymallus thymallus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10540	17598	6264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tinca tinca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6766	4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	1502	0	0	0	0	0	0	0	0	0	0	0	1755	0	0	0	0	0	0	0	0
Total	162928	73866	25255	85324	52051	52577	320318	87255	22910	20962	42393	59526	71235	118679	50849	42941	16169	72117	35861	55854	59293	231973	142687	108045	133903	47139	131870	140983	156295	27454	14408	8498	12166	529822	108988	28660	42835	43622	18182	23135	53142	97698	21400	30166	36905	37251	60285	60411	51493	23905	15953	65832	72690	23586	8411	58115	67019	19258	41254	56044	22256	15997	59367	67950	25261	18715	10353	8279	298412	725967	98744	47857	60873	19419	13833	341867	75175	45920	823771	457388	74795	298290	112149	64285	88468	24909	32996	129537	87720	37439	78354	123272	61656	82901	182252	317704	66530	70146	127880	64494	57892	49078	127681	61771	26210	161710	49602	30654	10467	19705	5269	716293	446050	196531	86243	50714	68831	55880	63014	77507	24452	216904	32557	47132	76533	44944	55133	60873	49479	205244	106436	111186	53910	43930	76712	50625	125965	61056	217344	227395	126436	75777	48026	41238	100568	185655	264066	10154	17226	6314	3638	558883	31866	145944	15030	17420	45551	24054	88246	146955	14980	22284	24708	114102	101385	48524	13186	26153	49825	103547	34400	27885	98252	87609	47425	23941	115867	22544	199818	273788	25357	6406	22760	6326	326122	78895	50875	161288	84850	62300	148817	100951	46627	35562	64614	42313	37200	61415	38446	34256	44097	63172	187024	159672	223743	122647	156445	27362	111839	63555	39648	85499	118574	66268	11671	14561	31309	8872	534531	9439
Assigned	18291	13255	0	0	8615	0	208783	17768	2167	0	2235	3106	19169	49580	9191	13009	2112	20221	30004	16506	27910	137864	102096	83909	109214	19107	108629	109973	97622	0	0	0	0	494191	0	5781	9024	0	2174	0	13803	9192	1825	1377	3103	1783	2138	3736	1143	4327	911	7666	7886	2470	0	5789	11240	1248	0	2019	0	3764	11411	21629	0	0	0	0	276866	562490	54124	3754	6349	0	0	267010	47779	3548	500573	409601	25003	204059	58039	21446	32742	3012	6932	73939	27035	0	27784	89407	35666	60289	150909	162581	39714	58140	95471	32640	4655	6188	96526	4858	5411	120663	18051	0	0	0	0	667867	320499	46406	2450	28035	6879	0	13693	36306	3346	164366	4898	2047	10817	8181	21896	21745	12160	117567	67275	82232	23083	21467	31200	23856	88101	14372	133756	107975	51760	36836	6028	13145	2173	120209	85144	0	0	0	0	518937	746	128521	4492	631	0	5520	74530	132472	3573	3690	1314	77004	88831	13752	3890	1097	37830	62886	5499	10616	54425	77281	36271	7499	83560	4158	160496	148056	0	0	0	0	307575	10944	15388	1010	22599	21891	28137	53203	14605	8983	19630	6814	1714	6707	1739	7788	14501	13887	33204	19587	37928	26712	36430	6066	52914	27403	4808	16204	37837	11003	0	0	0	0	494411	0
Unassigned	144637	60611	25255	85324	43436	52577	111535	69487	20743	20962	40158	56420	52066	69099	41658	29932	14057	51896	5857	39348	31383	94109	40591	24136	24689	28032	23241	31010	58673	27454	14408	8498	12166	35631	108988	22879	33811	43622	16008	23135	39339	88506	19575	28789	33802	35468	58147	56675	50350	19578	15042	58166	64804	21116	8411	52326	55779	18010	41254	54025	22256	12233	47956	46321	25261	18715	10353	8279	21546	163477	44620	44103	54524	19419	13833	74857	27396	42372	323198	47787	49792	94231	54110	42839	55726	21897	26064	55598	60685	37439	50570	33865	25990	22612	31343	155123	26816	12006	32409	31854	53237	42890	31155	56913	20799	41047	31551	30654	10467	19705	5269	48426	125551	150125	83793	22679	61952	55880	49321	41201	21106	52538	27659	45085	65716	36763	33237	39128	37319	87677	39161	28954	30827	22463	45512	26769	37864	46684	83588	119420	74676	38941	41998	28093	98395	65446	178922	10154	17226	6314	3638	39946	31120	17423	10538	16789	45551	18534	13716	14483	11407	18594	23394	37098	12554	34772	9296	25056	11995	40661	28901	17269	43827	10328	11154	16442	32307	18386	39322	125732	25357	6406	22760	6326	18547	67951	35487	160278	62251	40409	120680	47748	32022	26579	44984	35499	35486	54708	36707	26468	29596	49285	153820	140085	185815	95935	120015	21296	58925	36152	34840	69295	80737	55265	11671	14561	31309	8872	40120	9439
